Bins,H3K9me3,H3K27me3,DNAme
1022331,0,0.49675909,16.07142857
1022361,0.76224834,0.638690259,19.81132075
1022377,0.914698008,0.887069804,15.27777778
1022402,0.304899336,0.283862337,14.13043478
1022407,0.609798672,0.212896753,13.79310345
1022418,0.228674502,0.958035389,19.11764706
1022459,0.533573838,1.348346103,16.16161616
1022478,0.152449668,0.283862337,0.132100396
1022499,0.76224834,0.532241883,17.54385965
1022534,0.76224834,0.31934513,12.75167785
1022536,0.76224834,0.354827922,10.98901099
1022537,0.38112417,0.638690259,12.08053691
1022539,1.067147676,0.461276298,20.76271186
1022565,0,0,0.317460317
1022604,0.076224834,0.141931169,12
1022606,0.152449668,0.212896753,5.970149254
1022672,0.228674502,0.070965584,6.976744186
1022678,0.228674502,0.31934513,6.666666667
1022765,0,0.141931169,1.428571429
1022771,0.152449668,0.070965584,7.936507937
1022805,0.152449668,0.425793506,11.53846154
1022871,0.304899336,0.212896753,9.302325581
1022875,0,0.390310714,21.27659574
1022876,0.228674502,0.674173051,11.94029851
1022886,0.457349004,0.390310714,9.322033898
1022897,0.609798672,0.674173051,13.71428571
1022909,0.228674502,0.390310714,8.108108108
1022947,0.304899336,0.638690259,8.620689655
1023053,1.52449668,1.63220844,8.823529412
1023185,1.372047012,1.738656817,14.44444444
1023293,0.914698008,1.454794479,22.44897959
1023294,0.228674502,1.419311687,7.692307692
1023295,0.457349004,0.887069804,10.23255814
1023320,0.152449668,1.029000973,12.19512195
1023322,0.304899336,0.887069804,0.561797753
1023324,0.609798672,0.638690259,12.90322581
1023361,0.304899336,0.532241883,6.12244898
1023415,0,0.212896753,10.78431373
1023502,0.228674502,0.248379545,10.56910569
1023571,0.457349004,1.596725648,14.97584541
1023587,0.304899336,1.13544935,11.00917431
1023605,1.067147676,1.525760064,11.27819549
1023612,0.38112417,0.283862337,12.16216216
1023621,0.152449668,0.354827922,17.75362319
1023646,0.38112417,0.461276298,16.17647059
1023696,0.609798672,0.106448377,11.57894737
1023767,0.76224834,0.31934513,8.457711443
1023785,0.228674502,0.709655844,9.205020921
1023809,0,0.425793506,10
102382,0.457349004,0.390310714,26.82926829
1023931,0.914698008,0.780621428,5.797101449
1023998,0.76224834,0.248379545,8.8
10240,4.725939707,1.454794479,15.2173913
1024031,1.448271846,0.390310714,18.36734694
1024517,0.304899336,0.283862337,15.58935361
1024529,0.076224834,0.283862337,10.10362694
1024619,1.448271846,1.348346103,16.66666667
1024765,1.448271846,1.029000973,17.5257732
1024897,0.76224834,2.483795452,6.024096386
1024952,0.457349004,0.354827922,16.78832117
1024980,0.152449668,0.283862337,14.72392638
1025009,0.609798672,0.425793506,15
1025015,0.304899336,0.425793506,15.06276151
1025019,0.152449668,0.106448377,8.163265306
1025021,0,0.425793506,17.6
1025060,0.152449668,0.532241883,6.951871658
1025069,0.38112417,0.709655844,21.875
1025163,7.317584063,2.44831266,30.23255814
1025172,3.125218194,1.454794479,8.333333333
1025220,0.304899336,0.31934513,18.18181818
1025400,5.030839043,1.596725648,27.48538012
1025402,0.609798672,0.887069804,12.40875912
1025413,0.304899336,0.887069804,9.868421053
1025414,0.304899336,0.31934513,10.52631579
1025423,2.134295352,1.029000973,16.66666667
1025454,0.304899336,1.029000973,20.3125
1025542,0.76224834,0.354827922,19.91701245
1025543,0.304899336,0.390310714,10.58823529
1025574,0.76224834,0.81610422,11.8226601
1025578,0.304899336,1.029000973,13.8121547
1025611,0.533573838,0.567724675,17.97752809
1025623,0.838473174,0.887069804,18.24817518
1025645,0.686023506,0.958035389,22.16494845
1025652,0.38112417,0.922552597,20.89552239
1025715,7.622483399,1.809622401,24.28571429
1025840,0.533573838,1.525760064,13.00813008
1025856,0.609798672,1.206414934,8.928571429
1025898,1.219597344,0.49675909,6.944444444
102593,0.609798672,0.212896753,12.12121212
1025988,0.609798672,1.099966557,8.888888889
1026025,0.76224834,1.099966557,13.79310345
1026042,0.609798672,0.31934513,15.38461538
1026079,0.76224834,0.070965584,16.39344262
1026101,0.76224834,0.780621428,11.11111111
1026104,1.295822178,2.235415907,0
1026113,0,0.674173051,6.593406593
1026140,0.152449668,0.709655844,5.063291139
1026215,1.067147676,1.206414934,6.818181818
1026285,2.439194688,2.519278245,8.108108108
1026290,2.210520186,2.590243829,12.08791209
1026329,1.372047012,1.525760064,18.88412017
1026338,0.38112417,0.922552597,8.928571429
1026347,0.838473174,0.887069804,12.29508197
1026360,0.228674502,0.49675909,0.99009901
1026371,0.990922842,1.561242856,12.24489796
1026426,0.152449668,0.780621428,3.921568627
1026462,2.058070518,0.993518181,24.67532468
1026496,0.686023506,1.206414934,12.5
1026504,0.914698008,1.170932142,12.5
1026509,1.372047012,2.838623374,7.843137255
1026522,1.219597344,1.206414934,8.333333333
1026534,1.067147676,0.709655844,8.536585366
1026538,0.686023506,0.532241883,12.5
1026549,0.457349004,0.461276298,5.747126437
1026609,0.609798672,1.348346103,14.89361702
1026645,1.14337251,2.306381491,10.52631579
1026655,0.990922842,1.63220844,16.31578947
1026688,0.914698008,1.95155357,12.32876712
1026689,1.372047012,2.093484738,12.70718232
1026708,0.609798672,1.029000973,27.65957447
1026730,0.686023506,2.483795452,14.52991453
1026731,0.533573838,1.845105193,7.142857143
1026744,1.14337251,2.412829868,10.37234043
1026846,0.838473174,0.958035389,13.23529412
1026851,0.076224834,0.31934513,19.27710843
1026920,0.686023506,0.532241883,10
1026953,1.067147676,0.283862337,12.87128713
1026983,0.304899336,0.674173051,15.03759398
1027008,0.609798672,0.638690259,16.4556962
1027030,0.152449668,0.993518181,11.53846154
1027039,0.152449668,0.390310714,14.81481481
1027083,1.219597344,0.993518181,8.108108108
1027170,0.38112417,0.958035389,11.57894737
1027208,0.38112417,0.709655844,10.97560976
1027230,0.152449668,0.31934513,17.72151899
1027249,0.228674502,0.851587012,9.677419355
1027432,1.829396016,1.383828895,15.57377049
1027537,0.838473174,1.099966557,8.695652174
1027600,0.38112417,0.922552597,7.142857143
1027604,1.753171182,0.745138636,11.11111111
1027648,0.304899336,0.248379545,6.25
1027676,1.448271846,0.81610422,5.303030303
1027701,1.219597344,1.099966557,15.02145923
102784,1.067147676,0.425793506,21.05263158
1027931,0.228674502,0.851587012,11.88118812
1028099,0.228674502,1.774139609,17.8030303
1028208,1.52449668,1.029000973,13.93442623
1028217,0.609798672,0.745138636,11.48325359
1028240,0.914698008,0.887069804,13.95348837
1028253,0.304899336,0.993518181,24.09638554
1028280,0.38112417,0.81610422,13.38912134
1028404,0.228674502,0.461276298,10.9375
1028426,0.838473174,0.567724675,13.23529412
1028429,0.609798672,0.461276298,16.41791045
1028466,0.304899336,0.532241883,7.407407407
1028540,0,0.070965584,5.970149254
1028566,0.457349004,0.283862337,17.77777778
1028576,0,0.425793506,12.30769231
1028588,0,0.31934513,5.617977528
1028604,0.38112417,0.709655844,8.270676692
1028744,0.457349004,0.248379545,7.826086957
1028807,0.457349004,0.461276298,14.1025641
1028840,0.076224834,0.567724675,15.625
1028860,9.604329083,3.58376201,45.61403509
102891,3.353892696,2.519278245,42.22222222
1028937,0.304899336,0.425793506,12.5
1028996,0.533573838,0.425793506,9.803921569
1029136,0.38112417,0.283862337,5.555555556
1029172,0.76224834,0.354827922,19.40298507
1029193,0.609798672,0.49675909,14.28571429
1029205,0.609798672,0.709655844,17.0212766
1029209,0.533573838,0.49675909,8.870967742
1029218,0.686023506,1.064483765,11.94029851
1029305,0.304899336,0.49675909,10.47619048
1029314,0.533573838,1.170932142,14.11764706
1029316,0.457349004,1.064483765,8.955223881
1029334,0.304899336,0.638690259,21.42857143
1029337,1.372047012,0.354827922,13.7254902
1029405,0.152449668,0.780621428,14.28571429
1029408,0.152449668,0.31934513,11.9047619
1029438,0.686023506,0.532241883,7.407407407
1029449,0.457349004,0.638690259,14.11764706
1029463,0.228674502,0.993518181,27.71084337
1029482,0.533573838,0.780621428,17.64705882
1029514,0.228674502,0.425793506,9.433962264
1029543,0.38112417,1.419311687,7.954545455
1029552,0.457349004,0.922552597,9.638554217
1029565,1.448271846,1.13544935,12.37113402
1029665,0.457349004,0.425793506,5
1029695,1.14337251,1.277380518,14.1509434
1029729,1.219597344,0.958035389,15.625
1029763,1.295822178,0.81610422,11.95652174
1029790,0.457349004,1.206414934,20.96774194
1029812,0.457349004,1.525760064,16.38655462
1029827,2.210520186,0.745138636,19.13580247
1029858,1.219597344,0.993518181,7.575757576
1029871,0.304899336,0.425793506,13.88888889
1029881,0.152449668,0.958035389,0
1029904,0.533573838,0.461276298,12.38938053
1029918,0.228674502,0.745138636,9.917355372
1029937,0.533573838,0.709655844,10.6557377
1029961,0.838473174,0.922552597,10.81081081
1029992,0.304899336,0.532241883,20.86330935
1030020,0.152449668,0.638690259,10.35856574
1030040,0.838473174,0.567724675,7.027027027
1030080,0,0.070965584,0.598802395
1030086,0.152449668,0.49675909,15.29411765
1030116,0.228674502,0.674173051,12.92134831
1030121,0.304899336,0.922552597,14.75409836
1030136,1.52449668,1.490277271,13.93442623
1030241,0.457349004,0.567724675,23.30097087
1030263,1.52449668,1.277380518,19.35483871
1030300,0.990922842,0.851587012,16.25
1030320,10.82392643,3.406348049,54.67032967
1030329,5.793087383,2.341864284,38.0952381
1030330,2.515419522,1.170932142,21.66666667
1030352,0.076224834,0.638690259,1.785714286
1030383,0.38112417,0.638690259,16.49484536
10304,1.14337251,0.603207467,3.225806452
1030420,0.304899336,0.674173051,11.9760479
1030429,0.304899336,0.354827922,13.18681319
1030464,0.152449668,0.070965584,18.55670103
1030466,0.457349004,0,9.210526316
1030473,0.152449668,0.390310714,11.24260355
1030555,0.228674502,0.425793506,6.976744186
1030578,0.228674502,0.709655844,14.15929204
1030705,0.152449668,0.674173051,14.52991453
1030755,0.152449668,0.283862337,0.284900285
1030769,0.228674502,0.461276298,16.86746988
1030791,3.277667862,2.44831266,7.692307692
1031238,0,0.638690259,10.16949153
1031262,1.448271846,1.596725648,7.5
1031264,2.210520186,1.419311687,12.4137931
1031453,0.609798672,0.922552597,12.24489796
1031456,0.914698008,0.31934513,6.603773585
1031525,0.228674502,0.177413961,13.27433628
1031574,0.152449668,0.141931169,12.40310078
1031602,0,0.212896753,7.692307692
1031617,0.457349004,0.035482792,17.84037559
1031628,0.990922842,0.780621428,8.974358974
1031721,5.107063877,2.270898699,21.13207547
1031801,2.66786919,0.887069804,18.84057971
