Bins,H3K9me3,H3K27me3,DNAme
1360747,1.372047012,0.49675909,17.58241758
136092,0.914698008,1.987036362,16.86746988
136114,0.304899336,0.709655844,5.208333333
136116,0.609798672,1.170932142,13.68421053
136117,0.533573838,1.13544935,12.65060241
136150,0,0.31934513,9.523809524
136211,0.228674502,0.532241883,14.43298969
136215,0,0.603207467,10.28368794
1362342,0.152449668,0.887069804,11.76470588
1362408,0,0.354827922,6.349206349
136245,0.152449668,0.070965584,16.1971831
136263,0.228674502,0.49675909,8.547008547
1362855,1.372047012,0.993518181,19.51219512
13631,0,0.070965584,10.52631579
1363679,0.990922842,1.206414934,7.368421053
1363771,0.38112417,0.248379545,15.90909091
136378,0.152449668,0.248379545,5
1364026,7.088909561,2.058001946,55.15695067
136405,0.686023506,0.390310714,21
136426,0.686023506,0.567724675,10.41666667
136447,0.304899336,0.461276298,4.545454545
13645,0.533573838,0.31934513,7.5
136458,0.152449668,0.283862337,0.862068966
136482,0.609798672,0.070965584,12.39669421
1365094,0,0.674173051,20
1365175,1.600721514,0.993518181,8.641975309
1365206,2.28674502,1.099966557,17.91044776
1365229,0.76224834,0.81610422,9.090909091
136533,0.152449668,0.532241883,13.86861314
136534,0.609798672,0.851587012,1.098901099
136540,1.372047012,2.590243829,6.551724138
136549,1.676946348,4.222452269,0.840336134
136558,0.838473174,1.987036362,8.695652174
136563,0.304899336,0.567724675,17.39130435
1365672,0.609798672,0.461276298,14.28571429
1365717,0.609798672,0.745138636,22.61904762
136583,1.067147676,0.851587012,15.49295775
136585,1.372047012,1.738656817,5.785123967
1365972,0.228674502,0.49675909,12.06896552
1366025,0.457349004,0.461276298,9.090909091
1366131,1.14337251,1.490277271,11.83431953
1366253,0.76224834,1.312863311,12.5
1366255,0.38112417,0.49675909,10.44776119
1366262,0.609798672,1.63220844,12.5
1366327,0.609798672,0.638690259,17.46031746
1366363,0.304899336,0.141931169,10.63829787
1366410,0.38112417,0.354827922,14
1366426,0,0.390310714,2.247191011
1366468,0.304899336,1.13544935,15.03267974
136650,1.372047012,1.490277271,6.930693069
1366518,0.38112417,1.064483765,14.49275362
1366521,0.304899336,0.638690259,7.920792079
1366564,0.152449668,0.958035389,10.97560976
1366581,0.457349004,0.674173051,6.790123457
1366592,0.304899336,1.383828895,16.07142857
1366622,0.457349004,0.81610422,17.8807947
136663,0.152449668,0.567724675,8.391608392
1366643,0.76224834,0.887069804,18.6440678
1366665,1.067147676,0.603207467,12.64367816
1366706,0.457349004,0.81610422,7.913669065
1366755,0.457349004,0.354827922,8.661417323
1366792,0.076224834,0.141931169,2.857142857
1366817,0.152449668,1.029000973,22.76422764
1366927,0,0.674173051,13.76146789
1366932,0.228674502,0.887069804,8.552631579
1366987,0.228674502,0.638690259,12.65822785
1367018,0.838473174,1.383828895,19.26605505
1367032,0.609798672,0.212896753,19.60784314
1367035,0.533573838,0.390310714,11.84210526
1367043,2.591644356,1.383828895,14.0625
1367075,0.38112417,0.390310714,5.769230769
136709,0.457349004,0.31934513,15.23809524
1367116,0.457349004,0.31934513,11.57894737
1367249,0.609798672,0.390310714,0.451807229
1367266,0.533573838,0.958035389,8.474576271
136741,0.609798672,0.354827922,12.37113402
1367418,0,0.532241883,16.23931624
136744,0.152449668,0.283862337,11.96581197
1367440,0.533573838,0.745138636,6.145251397
1367486,0.609798672,1.667691232,6.923076923
1367502,0.304899336,0.425793506,8.602150538
1367529,1.067147676,2.128967531,12.08053691
1367543,0.304899336,0.709655844,4
1367658,0.304899336,0.81610422,16.21621622
1367662,0.152449668,0.354827922,20.2247191
1367884,0.304899336,0.248379545,12.76595745
136789,0.152449668,0.461276298,12.35294118
1367892,0.304899336,0.425793506,9.803921569
1368056,0.304899336,0.993518181,21.91780822
1368062,0.304899336,0.354827922,14.94252874
136809,0.152449668,0.390310714,6.25
1368123,0.686023506,1.809622401,4.807692308
136813,0.076224834,0.638690259,9.523809524
1368176,0.152449668,0.603207467,9.900990099
1368218,0.686023506,1.987036362,11.65048544
1368223,1.448271846,1.738656817,15.33742331
1368262,0.38112417,0.49675909,15.55555556
1368326,2.439194688,0.567724675,12.5
1368363,0.228674502,1.916070778,1.351351351
1368386,0.76224834,1.916070778,13.7755102
1368393,0.152449668,0.780621428,7.086614173
1368486,1.067147676,1.490277271,15.47619048
1368498,0.914698008,1.419311687,11.37254902
1368506,1.295822178,0.780621428,10.38961039
1368538,0.152449668,0.283862337,8.474576271
136861,0.304899336,0.212896753,12.90322581
1368692,0.304899336,0.49675909,13.15789474
1368710,1.14337251,1.064483765,11.86440678
1368738,0.304899336,0.993518181,14.67889908
1368748,0.457349004,0.603207467,20
1368753,0.533573838,1.029000973,12.96296296
136880,1.448271846,1.348346103,16.25
1368801,0.609798672,1.525760064,7.481296758
1368804,0.457349004,1.277380518,20.54794521
136891,1.067147676,1.703174024,22.42990654
1368950,0.533573838,0.638690259,7.8125
1368970,0.533573838,0.745138636,11.62790698
1368981,0.304899336,0.745138636,9.016393443
1369014,0.533573838,1.099966557,7.522123894
1369028,0.304899336,0.603207467,15.625
1369150,0.457349004,0.390310714,12.96296296
1369179,0.76224834,0.390310714,19.19191919
1369236,0.304899336,0.31934513,21.66666667
1369479,0.457349004,2.874106166,9.446254072
1369485,0.076224834,0.425793506,17.64705882
136951,1.14337251,1.241897726,12.94117647
1369516,1.372047012,1.029000973,16
1369542,0.686023506,0.603207467,6.349206349
1369549,0.304899336,0.141931169,9.090909091
1369557,0.076224834,0.212896753,13.69863014
1369614,0.152449668,0.248379545,0.37037037
1369619,0.609798672,1.241897726,15.625
1369626,0.228674502,0.425793506,8.620689655
1369628,0.228674502,0.709655844,10.81081081
1369631,0.304899336,0.638690259,10
1369677,0.990922842,0.922552597,7.73480663
1369686,0,0.106448377,7.608695652
1369704,0.152449668,0.31934513,11.11111111
1369835,0.304899336,0.887069804,5
1369840,0.609798672,0.851587012,7.547169811
1369845,0.304899336,0.851587012,18.48739496
136985,0.838473174,1.241897726,7.575757576
1369893,0.457349004,0.31934513,13.7254902
1369897,0.457349004,1.241897726,7.142857143
1369922,2.66786919,4.612762983,0.920245399
1369935,0.838473174,2.377347076,14.60674157
1369948,0.457349004,0.887069804,13.79310345
1369976,0.304899336,1.241897726,13.13131313
1370015,0,0.780621428,11.11111111
1370039,0.304899336,1.277380518,13.54166667
1370051,0.990922842,1.029000973,9.009009009
1370086,0.152449668,0.922552597,8.547008547
1370122,0.152449668,0.567724675,6.097560976
1370135,0.457349004,1.419311687,1.481481481
1370155,0.457349004,0.674173051,13.25301205
1370166,0.609798672,0.354827922,5.263157895
1370217,0.533573838,0.851587012,5.687203791
1370220,0.838473174,0.887069804,15.17857143
1370234,0.076224834,0.49675909,8.571428571
1370236,0.533573838,1.13544935,20.77922078
1370244,0.838473174,0.851587012,5.454545455
137034,0.152449668,0.49675909,13.20754717
1370433,1.600721514,1.170932142,11.03448276
1370442,0.838473174,0.993518181,12
1370485,1.600721514,2.625726621,1.377410468
13707,0.609798672,0.745138636,12.5
1370722,0,0.248379545,5.970149254
1370783,0.076224834,0.283862337,23.63636364
1370801,0.152449668,0.31934513,0.863930886
1370804,0.304899336,0.212896753,4.761904762
137083,0.152449668,0.922552597,11.5942029
137086,0.686023506,0.49675909,14.66666667
1370925,1.600721514,1.064483765,12.72727273
1370928,6.402886055,2.058001946,51.1627907
137098,0.076224834,0.887069804,11.53846154
1371019,0,0.958035389,10.65088757
137102,0.304899336,0.81610422,2.577319588
1371024,0.304899336,0.461276298,8.080808081
1371083,0.533573838,0.81610422,10.98901099
1371105,0.457349004,0.674173051,3.174603175
1371139,0.228674502,0.390310714,5.633802817
1371226,0.38112417,0.354827922,4
1371230,0.152449668,0.603207467,0
1371259,0.686023506,1.63220844,3.804347826
1371288,0.38112417,0.780621428,12.08791209
1371299,0.228674502,0.567724675,12.32876712
137132,0.686023506,0.674173051,8.648648649
137133,0.838473174,0.958035389,13.79310345
1371364,4.497265205,1.561242856,28.125
1371456,0.990922842,0.461276298,16.92307692
1371492,0.533573838,0.283862337,0.654664484
1371500,0.304899336,0.31934513,18.07228916
1371521,0.38112417,0.248379545,9.333333333
1371528,0.152449668,0.425793506,8
1371550,0.228674502,0.283862337,12.5
1371606,0.152449668,0.212896753,13.46153846
1371607,0.152449668,0.177413961,12.06896552
1371649,0.76224834,0.532241883,9.565217391
1371659,0.304899336,0.709655844,10.71428571
137169,0.457349004,0.993518181,5.426356589
1371739,0.38112417,1.383828895,8.695652174
1371744,0.228674502,0.567724675,10.98901099
137178,0.304899336,1.95155357,12.21374046
1371787,0.609798672,0.709655844,2.816901408
1371788,0.152449668,0.425793506,7.01754386
13718,7.927382735,2.235415907,20.98765432
137180,0.686023506,2.412829868,2.336448598
137182,0.152449668,0.851587012,12.09677419
1371869,0.457349004,0.993518181,12.5
1371954,0.76224834,0.887069804,15.78947368
1372001,0.228674502,0,14.28571429
1372056,0.304899336,0.709655844,4.081632653
1372069,0.609798672,0.461276298,6.944444444
1372094,1.90562085,2.483795452,11.15879828
137230,0.457349004,0.638690259,18.26923077
137261,0.838473174,1.383828895,11.76470588
1372663,0.228674502,0.922552597,14.28571429
1372761,0.533573838,0.425793506,13.51351351
1372782,0,0.212896753,28.20512821
1372789,0.38112417,0.354827922,10.66666667
137280,0.304899336,0.31934513,11.62790698
137287,0,0.212896753,15.61181435
137288,0,0.141931169,9.195402299
1372969,0.457349004,0.745138636,13.55932203
1372972,0.304899336,0.461276298,13.2231405
1373267,6.936459893,1.987036362,37.34939759
137350,0.152449668,0.106448377,15.16587678
1373583,0.457349004,1.206414934,13.29479769
137362,0,0.532241883,12.97297297
1373665,0.228674502,0.177413961,12.5
137367,0,0.887069804,15.10791367
137388,0.152449668,0.212896753,10.58823529
137391,0,0.461276298,9.219858156
1373947,0.533573838,0.070965584,19.2
137398,0.304899336,0.638690259,13.27014218
1374156,0.304899336,0.425793506,9.85915493
1374280,0.304899336,0.81610422,5
1374376,0.304899336,0.390310714,15.46391753
1374421,0.990922842,0.354827922,2.666666667
1374475,0.533573838,2.128967531,0.265957447
1374486,0.457349004,1.099966557,12.24489796
1374492,0.914698008,2.945071751,0.584795322
137454,0.457349004,1.312863311,8.536585366
1374631,0.152449668,0.993518181,7.692307692
1374712,0.457349004,0.070965584,10.25641026
1374728,0.304899336,0.283862337,18
1374750,0.228674502,0,9.333333333
1374754,0.304899336,0.141931169,12.04819277
1374792,0.152449668,0.212896753,12
1374853,0.228674502,0.248379545,19.23076923
1374871,0.304899336,0.567724675,13.18681319
1374913,0.609798672,0.993518181,4.210526316
1374975,0.609798672,0.958035389,15.29411765
1375005,0,0.674173051,10.86956522
137501,0.152449668,0.851587012,10.92436975
1375060,0.152449668,0.354827922,13.63636364
1375217,0.990922842,1.596725648,12.29508197
137535,0,0.070965584,8.59375
1375403,0.686023506,0.354827922,35.59322034
1375461,0,0.141931169,11.11111111
137559,0.152449668,0.390310714,8.196721311
1375819,8.079832403,1.916070778,42.93785311
1375980,2.134295352,1.064483765,25
1375981,1.753171182,0.709655844,14.28571429
137619,1.52449668,0.745138636,9.375
1376226,2.439194688,0.390310714,10.90909091
137626,0.228674502,0.993518181,0.240384615
1376315,3.658792032,1.277380518,19.7080292
1376465,0.990922842,0.49675909,28.57142857
1376735,5.945537051,1.312863311,15.46391753
1376748,0.38112417,0.390310714,12.6984127
137691,1.219597344,3.193451296,0.462962963
1376995,0.152449668,0.354827922,20.75471698
1377034,0.38112417,1.099966557,5.434782609
137704,0.838473174,0.674173051,8.235294118
1377059,0.533573838,0.283862337,4.790419162
137707,0.152449668,1.95155357,9.756097561
137708,0.152449668,1.525760064,6.818181818
1377082,0,0,0
137709,0.304899336,1.064483765,5.102040816
1377107,0.152449668,0.106448377,6.511627907
1377162,0,0.248379545,9.090909091
1377320,0.228674502,0.283862337,11.47540984
1377340,0.152449668,0.603207467,16.86746988
1377396,3.658792032,1.099966557,14.86486486
1377408,0.838473174,0.283862337,12.06896552
137744,1.219597344,0.958035389,13.42281879
137745,0.686023506,2.270898699,10.62271062
1377471,0.533573838,0.567724675,13.67521368
13775,0.304899336,0.31934513,15.94202899
137750,0.686023506,1.916070778,26.02739726
1377559,0.152449668,0.354827922,3.773584906
1377685,0.152449668,0.248379545,13.63636364
137770,0.228674502,1.667691232,11.25
1377724,0.533573838,0.177413961,21.53846154
1377955,0.38112417,0.603207467,10.29411765
1377969,0.152449668,0.283862337,12.6984127
1378039,0.609798672,0.532241883,12.90322581
1378090,0,0.31934513,9.708737864
1378131,1.14337251,0.81610422,7.446808511
1378152,0.304899336,0.461276298,8.333333333
1378200,0.304899336,0.425793506,15.71428571
1378240,0.609798672,1.880587985,18.93687708
1378274,0,0.354827922,10.81081081
1378386,0.304899336,0.638690259,6.25
137840,1.067147676,2.838623374,10.30534351
1378404,0.38112417,0.81610422,13.97849462
1378426,0.457349004,0.390310714,9.090909091
1378477,0.457349004,0.354827922,16.07142857
1378596,2.134295352,2.554761037,16.23036649
1378649,0,0.993518181,7.894736842
1378663,0.304899336,0.532241883,7.291666667
1378669,0.304899336,0.603207467,10
1378762,0.533573838,0.603207467,10.71428571
1378777,0.152449668,0.283862337,7.352941176
1378781,0.304899336,1.241897726,9.803921569
137881,0.838473174,2.554761037,10.08403361
1378889,0.076224834,0.212896753,15.85365854
137895,0.914698008,1.277380518,8.403361345
1379084,0.228674502,0.603207467,4.411764706
137917,0,0.141931169,15.38461538
1379202,1.829396016,0.709655844,20.23809524
1379223,0.152449668,0.638690259,9.230769231
137928,0.152449668,0.532241883,10.38251366
1379300,0.457349004,0.070965584,15.09433962
1379412,0.38112417,0.035482792,9.302325581
137954,0.457349004,0.425793506,9.677419355
1379573,0,0.567724675,20
137961,0.914698008,1.170932142,9.6
137968,0.990922842,1.525760064,9.659090909
1379702,0.609798672,2.022519154,8.928571429
1379732,1.448271846,0.461276298,20.3125
1379760,0.533573838,0.425793506,8.333333333
1379852,0,0.532241883,4.301075269
1379864,0.457349004,0.212896753,11.25
1379885,0.152449668,0.212896753,12.96296296
137989,0.152449668,1.064483765,12.40310078
1379962,0,0.141931169,9.85915493
1379980,0.304899336,0.177413961,2.43902439
1380010,0.38112417,0.31934513,9.677419355
1380031,0.457349004,0.354827922,18.51851852
1380105,0,0.354827922,12.06896552
1380166,0.533573838,0.958035389,7.407407407
1380223,0,0.283862337,16.17647059
1380240,0.457349004,0.709655844,19.54022989
1380243,0,0.390310714,18.18181818
1380271,1.372047012,0.567724675,21.42857143
1380336,0.152449668,0.283862337,1.492537313
1380392,0.228674502,0.070965584,16.83168317
1380399,0.686023506,0.567724675,5.555555556
1380448,0.152449668,0.212896753,13.4751773
1380463,0.609798672,0.106448377,11.11111111
1380477,0.457349004,0.070965584,16.21621622
1380478,0.228674502,0,19.44444444
138049,0.457349004,1.029000973,13.95348837
1380541,0.228674502,0.709655844,8.450704225
138058,0,1.029000973,12.29508197
1380623,1.90562085,1.206414934,14
1380707,0.457349004,0.745138636,1.754385965
1380746,0.304899336,0.390310714,15.84158416
138075,0.228674502,1.206414934,12.90322581
1380769,0.609798672,0.674173051,18.66666667
1380778,0.609798672,0.81610422,14.51612903
1380808,0.38112417,0.212896753,15.625
1380844,1.372047012,3.193451296,3.29218107
1380897,0.914698008,0.922552597,23.80952381
1381011,0,0.212896753,24.28571429
1381037,1.14337251,0.354827922,10.63829787
138108,0.38112417,0.674173051,24.48979592
1381106,0.38112417,1.312863311,20.86956522
138114,0.152449668,0.567724675,14.28571429
1381155,0,0.709655844,15.27777778
1381198,0.457349004,0.106448377,12.35955056
138126,0.304899336,0.887069804,0.588235294
1381262,7.088909561,3.016037335,30.95238095
1381268,12.1197486,4.151486685,44.19889503
138142,0.990922842,1.099966557,14.28571429
138143,0.609798672,0.780621428,10.52631579
1381480,0.533573838,0.603207467,8.064516129
1381538,0,0.248379545,16.47058824
1381553,0.228674502,0.283862337,14.08450704
1381585,0.152449668,1.312863311,21.02272727
1381633,0.838473174,2.093484738,12.60504202
1381637,0.686023506,0.603207467,9.183673469
138169,0.152449668,0.49675909,15.38461538
1381722,0.609798672,1.170932142,13
138175,0.609798672,0.212896753,10.8974359
1381752,0.304899336,0.745138636,24.13793103
1381758,0.38112417,0.425793506,0.67114094
138180,0.076224834,0.212896753,7.96460177
1381838,0.152449668,0.709655844,9.523809524
1381849,1.372047012,0.212896753,16.21621622
1381885,0.686023506,0.81610422,7.438016529
1381891,0.228674502,1.454794479,11.85185185
1381894,0.152449668,1.029000973,9.677419355
1381906,0,0.212896753,0
1382062,1.219597344,1.064483765,11.42857143
1382065,0.152449668,0.283862337,7.272727273
1382067,0.152449668,0.745138636,10.41666667
1382117,0.457349004,0.958035389,11.18881119
1382133,0.457349004,1.206414934,11.76470588
1382139,0.76224834,1.490277271,19.67213115
1382220,0.304899336,0.141931169,16.37931034
1382396,0.457349004,0.49675909,13.59223301
1382399,0.38112417,0.390310714,15.2173913
1382401,0.609798672,1.277380518,5.479452055
138249,0.304899336,0.49675909,4.545454545
1382581,0.38112417,0.638690259,14.81481481
1382609,0,0.638690259,8.474576271
138261,0.38112417,1.383828895,8.695652174
1382655,0.609798672,1.206414934,9.090909091
138267,0.076224834,0.851587012,7.692307692
1382714,0.914698008,0.81610422,15.12605042
138272,1.52449668,1.490277271,10.29411765
1382722,0.304899336,0.922552597,12.39669421
1382726,0.152449668,0.603207467,15.625
1382740,0.457349004,0.532241883,11.66666667
1382763,0.533573838,0.212896753,18.3908046
1382794,1.14337251,1.312863311,15.53398058
138283,0.533573838,0.532241883,10.29411765
1382845,1.448271846,0.851587012,14.7826087
1382863,0,0.81610422,14.70588235
1382909,0.838473174,1.596725648,6.611570248
1382924,1.14337251,1.596725648,14.51612903
1382948,0.228674502,1.348346103,9.333333333
1382963,0.304899336,0.106448377,0
1382992,0.152449668,0.425793506,3.846153846
1383020,0.152449668,0.709655844,10.48951049
1383047,0,0.532241883,3.846153846
1383103,0.304899336,0.603207467,6.12244898
1383298,0.228674502,0.49675909,11.42857143
138331,0.304899336,0.212896753,6.493506494
1383338,6.860235059,2.874106166,9.871244635
1383390,0.228674502,0.070965584,15.94202899
1383483,1.295822178,1.845105193,6.12244898
1383577,1.14337251,2.199933115,17.26618705
1383607,0.228674502,0.141931169,12.22222222
1383670,0.533573838,1.170932142,7.926829268
1383697,0,0.248379545,3.539823009
1383760,1.372047012,3.867624347,0.52173913
1383770,3.353892696,1.596725648,13.88888889
1383813,0.152449668,0.425793506,5.882352941
1383826,0,0.212896753,20.25316456
1383885,0,0.141931169,10.11235955
1383945,0,0.922552597,5.952380952
1383948,0.304899336,1.348346103,12.5
1383981,0,0.49675909,10.37735849
1383998,0.152449668,0.283862337,18.57142857
1384032,0.76224834,2.661209413,14.47368421
1384079,0.304899336,0.745138636,20.68965517
1384098,3.277667862,4.151486685,9.392265193
1384119,0.990922842,2.945071751,15.87301587
1384120,0.609798672,3.619244802,14.17910448
138413,0,0.354827922,10.92436975
1384136,0.76224834,2.44831266,10.05025126
1384192,0.152449668,0.141931169,11.2244898
1384307,0,0.461276298,9.210526316
1384401,0.076224834,0.212896753,0.448430493
1384426,0.38112417,0.283862337,14.04682274
1384432,0.304899336,0.035482792,14.28571429
1384534,1.753171182,2.696692205,5.633802817
138455,0.838473174,0.567724675,10.75268817
1384555,0.152449668,0.248379545,11.79039301
1384570,0,0.212896753,3.90625
1384589,0.609798672,1.13544935,6.486486486
1384597,0.152449668,1.561242856,11.65048544
138462,0,0.283862337,12.14953271
1384623,1.14337251,1.667691232,18.08510638
1384657,0.533573838,0.81610422,3.551912568
1384750,0,0.141931169,21.09375
1384764,0.686023506,0.354827922,4.819277108
1384801,0.838473174,0.993518181,16.89189189
1384817,0,0.638690259,10.74380165
1384828,0.076224834,1.490277271,9.574468085
1384846,1.067147676,3.228934088,10.85858586
1384855,1.676946348,2.554761037,14.16666667
1384875,0.076224834,0.709655844,13.99176955
1384910,0.533573838,0.283862337,6.535947712
1384951,0.914698008,0.922552597,14.41441441
1384955,0.152449668,0.354827922,9.154929577
138496,0.533573838,0.567724675,11.98156682
1385058,0.457349004,0.993518181,3.2
1385090,0.304899336,1.099966557,14.03508772
1385093,0,0.780621428,17.24137931
1385108,0,0,18.98734177
1385215,0.076224834,0.567724675,20.6185567
1385235,0,0.532241883,9.174311927
1385259,0,0.248379545,9.090909091
1385266,0.304899336,0.212896753,8.823529412
1385275,0.457349004,0.425793506,8.982035928
1385283,0.914698008,0.81610422,20.94594595
1385284,0.076224834,1.490277271,18.36734694
1385291,0.152449668,0.106448377,6.25
138530,0.076224834,0.31934513,8.536585366
1385336,0.228674502,0.106448377,13.25301205
1385357,0.152449668,0.070965584,12.5
1385404,0.457349004,0.248379545,11.82795699
1385428,0.457349004,0.780621428,12.30769231
1385633,0.152449668,0.248379545,0.995024876
1385639,0.228674502,0.070965584,2.857142857
1385656,0,0,6.818181818
138566,0.152449668,0.603207467,10.85271318
1385680,0.076224834,0.283862337,15.53398058
1385726,0.152449668,0.248379545,14.87179487
1385738,0.152449668,0.248379545,21.73913043
1385787,0,0.49675909,13.04347826
1385793,0.152449668,0.141931169,10.52631579
1385803,0.609798672,0.390310714,17.77777778
1385806,0.533573838,0.603207467,11.76470588
1385853,0.152449668,0.49675909,8.791208791
1385871,0.076224834,0.49675909,10.60606061
1385913,0.457349004,0.603207467,4.285714286
1385986,0,0.212896753,10
138605,0.457349004,0.283862337,8.219178082
1386070,0.76224834,1.525760064,8.018867925
1386083,0.838473174,4.435349022,12.21945137
1386107,0.609798672,1.206414934,9.375
1386135,0.457349004,0.567724675,10.58823529
1386150,0.609798672,1.454794479,10.31746032
1386195,0.076224834,0.248379545,11.32075472
1386232,0.152449668,0.212896753,0.29154519
1386259,0.38112417,0.283862337,9.009009009
1386260,0.686023506,0.141931169,7.096774194
1386295,0.152449668,0.177413961,7.216494845
1386326,0.076224834,0,17.29323308
1386327,1.219597344,0.31934513,16.19047619
1386330,0.076224834,0.070965584,18.18181818
1386349,0.457349004,0.993518181,9.844559585
1386361,0.609798672,1.277380518,16.86746988
1386405,0.152449668,0.567724675,15.20737327
1386471,0.228674502,1.13544935,9.803921569
1386633,6.860235059,3.299899672,8.510638298
138672,1.219597344,0.674173051,17.28395062
138677,0.686023506,0.354827922,4.137931034
1386891,0.457349004,0.31934513,10.0795756
1386901,0.38112417,0.035482792,1.005025126
138692,0.533573838,1.170932142,11.71171171
1386925,0.686023506,0.461276298,5.797101449
1386983,0.457349004,0.603207467,8.510638298
138700,1.067147676,0.745138636,15.84158416
1387028,0.076224834,0.212896753,12.62135922
1387045,0.457349004,0.780621428,16
1387052,2.362969854,1.277380518,14.18439716
1387064,1.295822178,1.490277271,11.11111111
138708,8.613406241,2.874106166,53.65853659
1387149,0.990922842,0.390310714,14.47368421
1387248,0.609798672,0.887069804,16.07142857
1387261,0.609798672,0.922552597,12.22222222
138727,1.448271846,1.277380518,5.333333333
1387368,0.990922842,0.745138636,14.28571429
1387392,2.591644356,2.377347076,4.918032787
1387492,0.686023506,1.454794479,7.216494845
1387496,0.457349004,0.780621428,5.952380952
1387513,0.304899336,0.887069804,8.333333333
1387546,0.609798672,1.561242856,9.756097561
1387573,1.372047012,0.958035389,12.94117647
138760,0.38112417,0.567724675,15.98173516
1387640,0.76224834,0.638690259,8.805031447
1387816,0.76224834,0.674173051,11.94029851
1387888,1.067147676,0.780621428,19.11764706
138797,0.152449668,0.283862337,7.258064516
1388332,10.67147676,2.803140582,31.39534884
1388353,3.963691367,2.022519154,46.98795181
1388390,5.030839043,1.95155357,10.43478261
138841,0.152449668,0.31934513,20.54794521
1388424,0.838473174,0.887069804,15.58441558
1388462,0.914698008,1.13544935,6.666666667
1388524,0.914698008,1.206414934,13.33333333
138854,0.838473174,0.425793506,20.27027027
138868,0.686023506,0.248379545,15.87301587
138872,0.38112417,0.390310714,11.26760563
138882,0.686023506,0.49675909,6.944444444
1388914,0.838473174,0.81610422,8.571428571
1388997,1.295822178,0.958035389,11.94968553
1389007,0.533573838,1.845105193,12.28070175
1389021,0.228674502,0.390310714,12.96296296
1389147,6.860235059,2.199933115,22.22222222
1389174,0.076224834,0.177413961,17.07317073
1389199,0.228674502,0.425793506,13.74045802
1389208,0.304899336,0.212896753,16.12903226
1389210,0.686023506,0.958035389,8.24742268
1389225,0.228674502,0.354827922,8.26446281
1389257,0.686023506,0.354827922,16.21621622
1389321,0.152449668,0.248379545,10.61946903
1389349,0.152449668,1.348346103,10
1389431,0.457349004,0.674173051,16.32653061
1389622,0.990922842,0.461276298,19.64285714
1389646,0.533573838,0.390310714,18.18181818
138967,0.304899336,1.206414934,12.5
1389699,0.609798672,0.390310714,11.53846154
1389723,0.609798672,0.958035389,17.69230769
1389727,0.533573838,0.709655844,11.26760563
1389811,0.304899336,0.49675909,8
1390022,0.457349004,0.177413961,15.625
1390058,0.838473174,0.638690259,9.090909091
1390061,0.152449668,0.283862337,21.42857143
1390066,0.457349004,0.81610422,5.681818182
1390080,0.609798672,0.780621428,18.18181818
1390124,0.533573838,1.099966557,7.766990291
1390125,0.228674502,0.993518181,12.19512195
1390135,0,0.709655844,17.96875
1390142,0.152449668,0.141931169,13.63636364
1390149,0.457349004,1.029000973,17
1390152,0,0.780621428,14.5631068
1390158,0.152449668,1.029000973,12.98701299
1390165,1.067147676,0.993518181,18.18181818
1390176,0.38112417,0.354827922,12.5984252
1390186,0,0.49675909,7.954545455
1390214,0.76224834,2.093484738,12.97709924
1390233,0.304899336,0.638690259,8.805031447
1390243,0.076224834,0.31934513,11.94029851
1390328,0.228674502,0.248379545,9.375
1390390,0.152449668,0.177413961,12.42937853
1390392,0.152449668,0.461276298,10
139040,0.76224834,0.81610422,9
1390426,0.304899336,0.390310714,18.81188119
1390494,0.304899336,0.390310714,15.51724138
13905,0.838473174,1.454794479,15.23809524
1390528,2.362969854,1.525760064,14.17322835
1390537,0,0.212896753,8.450704225
1390583,0.304899336,0.461276298,13.13868613
1390760,1.295822178,0.851587012,10.14492754
1390798,1.219597344,1.029000973,2.409638554
1390818,1.295822178,1.13544935,7.865168539
1390820,0.838473174,2.732174998,16.56441718
139089,0.457349004,0.745138636,0
1390979,0.152449668,0.354827922,15.65217391
1391021,1.448271846,1.277380518,9.333333333
1391100,0.686023506,0.283862337,7.142857143
1391114,0.457349004,0.283862337,15.38461538
1391148,0.686023506,0.567724675,9.701492537
1391252,0.457349004,0.603207467,10.59322034
1391273,0.152449668,0.603207467,18.6440678
1391322,0.304899336,0.425793506,12.39669421
1391342,0.457349004,0.81610422,5.454545455
1391347,0.76224834,0.958035389,9.243697479
1391370,1.067147676,0.81610422,6.832298137
1391404,0.533573838,1.348346103,15.49295775
1391446,0,0.177413961,9.90990991
1391477,0.838473174,1.383828895,9.803921569
1391508,0,0.283862337,11.84210526
1391519,0,0.212896753,8.73015873
1391673,0.228674502,0.248379545,10.52631579
1391730,0.228674502,0.354827922,14.63414634
1391733,0.152449668,0.106448377,14.76510067
1391769,0.609798672,0.958035389,17.5
1391838,0.304899336,0.177413961,8.108108108
1391840,0.533573838,0.106448377,17.39130435
1392054,0.152449668,0.212896753,1.071975498
1392192,0.152449668,1.064483765,8.823529412
1392200,0.304899336,0.81610422,12.79069767
1392235,0.609798672,1.525760064,2.836879433
1392248,0.457349004,1.206414934,8.256880734
139226,0.228674502,0.638690259,9.459459459
1392339,1.219597344,0.958035389,10.37735849
1392349,0.990922842,1.916070778,12.82051282
1392437,1.14337251,2.554761037,16.07142857
1392444,0.990922842,1.738656817,8.888888889
1392488,0.76224834,2.199933115,12.98701299
1392510,0.76224834,1.312863311,14.94252874
1392532,0,0.461276298,10
1392547,0.38112417,0.674173051,18.18181818
1392569,0.304899336,0.532241883,15.05376344
